,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio,wine_type_white
2101,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,0,25.903614457831324,154.6875,120.52730696798494,94.16195856873824,1
2102,5.8,0.26,0.18,1.2,0.031,40.0,114.0,0.9908,3.42,0.4,11.0,1,35.08771929824562,916.6666666666669,19.8019801980198,95.70957095709572,1
2103,5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,0,33.333333333333336,940.0,16.233766233766232,95.77922077922078,1
2104,7.0,0.31,0.29,1.4,0.037,33.0,128.0,0.9896,3.12,0.36,12.2,1,25.78125,871.4285714285714,19.15184678522572,95.7592339261286,1
2105,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53,10.3,0,25.37313432835821,936.3636363636364,18.99827288428325,96.71848013816926,1
2106,6.8,0.18,0.28,8.7,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,0,21.487603305785125,120.6896551724138,124.64183381088824,97.42120343839542,1
2107,7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,0,13.79310344827586,656.25,21.94787379972565,96.02194787379972,1
2108,6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,0,19.402985074626866,778.5714285714287,20.40816326530613,96.20991253644316,1
2109,6.8,0.18,0.28,8.5,0.047,52.0,242.0,0.9952,3.22,0.53,10.5,0,21.487603305785125,123.52941176470588,121.77650429799428,97.42120343839542,1
2110,6.6,0.2,0.38,7.9,0.052,30.0,145.0,0.9947,3.32,0.56,11.0,1,20.6896551724138,139.2405063291139,116.1764705882353,97.05882352941175,1
2111,8.0,0.29,0.29,13.2,0.046,26.0,113.0,0.9983,3.25,0.37,9.7,0,23.00884955752212,73.48484848484848,159.2279855247286,96.50180940892643,1
2112,6.1,0.28,0.35,12.8,0.048,63.0,229.0,0.9975,3.08,0.4,8.9,0,27.510917030567686,69.53125,200.6269592476489,95.61128526645768,1
2113,5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,0,29.12621359223301,124.67532467532467,123.99355877616748,95.00805152979066,1
2114,6.9,0.21,0.28,2.4,0.056,49.0,159.0,0.9944,3.02,0.47,8.8,1,30.81761006289308,366.66666666666674,33.755274261603375,97.0464135021097,1
2115,8.4,0.19,0.42,1.6,0.047,9.0,101.0,0.994,3.06,0.65,11.1,0,8.910891089108912,693.75,18.62630966239814,97.78812572759024,1
2116,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61,10.3,0,11.11111111111111,792.3076923076923,15.169194865810969,96.84947491248542,1
2117,7.1,0.25,0.39,2.1,0.036,30.0,124.0,0.9908,3.28,0.43,12.2,1,24.193548387096776,580.952380952381,28.571428571428573,96.59863945578232,1
2118,8.0,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47,9.8,0,14.465408805031446,102.08333333333334,116.6464155528554,97.20534629404617,1
2119,7.5,0.24,0.31,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,0,21.19815668202765,67.69230769230771,167.95865633074936,96.89922480620154,1
2120,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,0,16.666666666666668,170.6896551724138,87.48114630467572,95.02262443438914,1
2121,6.2,0.33,0.19,5.6,0.042,22.0,143.0,0.99425,3.15,0.63,9.9,0,15.384615384615383,176.7857142857143,85.75803981623277,94.94640122511484,1
2122,6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63,9.9,0,15.172413793103448,170.6896551724138,87.34939759036145,94.87951807228916,1
2123,5.8,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,0,36.66666666666666,1149.9999999999998,13.136288998357964,95.23809523809524,1
2124,8.0,0.32,0.26,1.2,0.05,11.5,88.0,0.9946,3.24,0.37,9.5,0,13.068181818181818,791.6666666666667,14.423076923076923,96.15384615384616,1
2125,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,0,36.66666666666666,1149.9999999999998,13.582342954159593,95.07640067911716,1
2126,7.4,0.13,0.39,4.7,0.042,36.0,137.0,0.995,3.36,0.56,10.3,1,26.277372262773724,219.14893617021275,62.41699867197875,98.27357237715805,1
2127,7.7,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,0.33,11.0,0,18.548387096774192,687.5,20.0,96.25,1
2128,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39,11.9,0,25.233644859813083,850.0,19.33701657458564,96.68508287292818,1
2129,8.6,0.18,0.4,1.1,0.04,20.0,107.0,0.9923,2.94,0.32,10.2,1,18.69158878504673,927.2727272727273,12.52847380410023,97.9498861047836,1
2130,7.0,0.11,0.32,4.6,0.057,59.0,144.0,0.9956,3.55,0.44,9.4,1,40.97222222222222,204.34782608695653,64.69760900140646,98.45288326300984,1
2131,7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,0,36.60130718954248,83.9622641509434,132.1695760598504,96.00997506234414,1
2132,6.5,0.26,0.27,12.9,0.044,69.0,215.0,0.9967,3.17,0.43,10.0,0,32.093023255813954,77.51937984496124,190.8284023668639,96.15384615384616,1
2133,7.9,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,1,32.89473684210526,535.0,24.449877750611247,96.57701711491444,1
2134,6.3,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,0,13.0,337.93103448275866,44.14003044140031,95.8904109589041,1
2135,5.4,0.595,0.1,2.8,0.042,26.0,80.0,0.9932,3.36,0.38,9.3,0,32.5,332.1428571428572,46.705587989991656,90.07506255212677,1
2136,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48,9.5,1,30.057803468208093,327.58620689655174,41.72661870503597,96.40287769784172,1
2137,6.5,0.25,0.35,12.0,0.055,47.0,179.0,0.998,3.58,0.47,10.0,0,26.256983240223462,83.33333333333333,177.77777777777777,96.29629629629628,1
2138,6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,0,36.52173913043478,60.0,232.19814241486068,94.42724458204334,1
2139,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,1,25.0,201.6949152542373,74.96823379923761,97.83989834815756,1
2140,6.4,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38,8.9,0,27.82608695652174,70.63492063492063,189.1891891891892,96.09609609609608,1
2141,6.5,0.26,0.28,12.5,0.046,80.0,225.0,0.99685,3.18,0.41,10.0,0,35.55555555555556,80.0,184.9112426035503,96.15384615384616,1
2142,5.9,0.29,0.33,7.4,0.037,58.0,205.0,0.99495,3.26,0.41,9.6,0,28.29268292682927,129.7297297297297,119.5476575121163,95.31502423263328,1
2143,6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38,8.9,0,27.467811158798284,68.46153846153847,200.6172839506173,95.679012345679,1
2144,6.1,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,0.4,8.9,0,26.52173913043478,132.83582089552235,105.18053375196232,95.7613814756672,1
2145,6.4,0.43,0.32,1.4,0.048,10.0,67.0,0.992,3.08,0.41,11.4,0,14.92537313432836,814.2857142857143,20.497803806734996,93.70424597364568,1
2146,6.2,0.35,0.29,7.3,0.044,56.0,244.0,0.9956,3.36,0.55,10.0,0,22.950819672131143,136.986301369863,111.45038167938932,94.65648854961832,1
2147,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,1,20.103092783505154,62.74509803921568,192.69521410579344,96.97732997481108,1
2148,6.2,0.34,0.28,7.5,0.034,40.0,197.0,0.99485,3.14,0.6,9.7,0,20.304568527918786,129.33333333333331,114.6788990825688,94.8012232415902,1
2149,6.3,0.27,0.46,11.75,0.037,61.0,212.0,0.9971,3.25,0.53,9.5,0,28.77358490566038,80.85106382978724,178.84322678843225,95.8904109589041,1
2150,5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,1,30.681818181818183,625.0,27.51504729148753,92.8632846087704,1
2151,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,1,22.96296296296296,348.57142857142856,47.42547425474254,93.49593495934958,1
2152,6.5,0.18,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44,8.7,1,12.213740458015268,108.75,119.76047904191616,97.3053892215569,1
2153,6.7,0.15,0.29,5.0,0.058,28.0,105.0,0.9946,3.52,0.44,10.2,1,26.666666666666668,204.0,72.992700729927,97.81021897810218,1
2154,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,0.43,9.6,0,26.82926829268293,52.74725274725275,212.9900526623757,95.96255119953187,1
2155,8.5,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,0,16.3265306122449,625.0,18.475750577367204,98.15242494226328,1
2156,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,0,17.54385964912281,296.875,42.63824117255163,90.60626249167224,1
2157,7.3,0.25,0.39,6.4,0.034,8.0,84.0,0.9942,3.18,0.46,11.5,0,9.523809523809524,179.6875,84.76821192052981,96.68874172185431,1
2158,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,0,11.194029850746269,500.0,23.91441157960982,95.65764631843928,1
2159,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,0,18.181818181818183,101.03092783505156,124.04092071611252,97.18670076726345,1
2160,6.5,0.17,0.33,1.4,0.028,14.0,99.0,0.9928,3.23,0.55,10.1,0,14.141414141414142,721.4285714285714,20.98950524737631,97.4512743628186,1
2161,8.2,0.23,0.37,1.3,0.042,39.0,117.0,0.9928,2.99,0.36,10.0,0,33.333333333333336,769.2307692307692,15.42111506524318,97.27164887307237,1
2162,7.5,0.32,0.26,1.8,0.042,13.0,133.0,0.9938,3.07,0.38,9.5,0,9.774436090225564,527.7777777777777,23.017902813299237,95.9079283887468,1
2163,6.6,0.23,0.32,0.9,0.041,25.0,79.0,0.9926,3.39,0.54,10.2,1,31.64556962025317,1133.3333333333333,13.177159590043924,96.6325036603221,1
2164,6.6,0.2,0.32,1.1,0.039,25.0,78.0,0.9926,3.39,0.54,10.2,1,32.05128205128205,927.2727272727273,16.176470588235297,97.05882352941175,1
2165,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,0,21.83908045977012,58.44155844155844,204.24403183023875,96.81697612732096,1
2166,8.0,0.42,0.36,5.0,0.037,34.0,101.0,0.992,3.13,0.57,12.3,1,33.663366336633665,246.0,59.38242280285036,95.01187648456056,1
2167,6.1,0.19,0.25,4.0,0.023,23.0,112.0,0.9923,3.37,0.51,11.6,0,20.535714285714285,290.0,63.59300476947536,96.97933227344993,1
2168,5.9,0.26,0.21,12.5,0.034,36.0,152.0,0.9972,3.28,0.43,9.5,0,23.68421052631579,76.0,202.9220779220779,95.77922077922078,1
2169,8.3,0.23,0.43,3.2,0.035,14.0,101.0,0.9928,3.15,0.36,11.5,0,13.86138613861386,359.375,37.51465416178194,97.30363423212192,1
2170,6.5,0.34,0.28,1.8,0.041,43.0,188.0,0.9928,3.13,0.37,9.6,0,22.87234042553192,533.3333333333334,26.31578947368421,95.02923976608189,1
2171,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,0,24.836601307189543,51.42857142857143,249.2877492877493,96.86609686609688,1
2172,6.5,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,1,24.731182795698924,631.578947368421,28.87537993920973,98.78419452887536,1
2173,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,1,26.47058823529412,712.5,27.027027027027028,92.9054054054054,1
2174,5.1,0.42,0.01,1.5,0.017,25.0,102.0,0.9894,3.38,0.36,12.3,1,24.50980392156863,820.0,27.17391304347826,92.39130434782608,1
2175,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,1,21.818181818181817,741.1764705882354,27.113237639553432,95.69377990430624,1
2176,7.1,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,0,12.280701754385966,650.0,24.896265560165972,98.20193637621024,1
2177,7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,0,19.81981981981982,213.953488372093,54.43037974683545,96.20253164556962,1
2178,6.6,0.13,0.3,4.9,0.058,47.0,131.0,0.9946,3.51,0.45,10.3,0,35.87786259541985,210.20408163265304,72.80832095096584,98.06835066864784,1
2179,6.5,0.14,0.33,7.6,0.05,53.0,189.0,0.9966,3.25,0.49,8.6,0,28.04232804232804,113.15789473684212,114.4578313253012,97.89156626506023,1
2180,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,1,20.64516129032258,159.70149253731344,83.95989974937343,96.49122807017544,1
2181,6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,0,18.51851851851852,612.5,25.806451612903224,96.77419354838707,1
2182,6.0,0.19,0.71,1.5,0.152,9.0,55.0,0.9927,3.12,0.46,9.8,0,16.363636363636363,653.3333333333334,24.23263327948304,96.93053311793214,1
2183,5.1,0.39,0.21,1.7,0.027,15.0,72.0,0.9894,3.5,0.45,12.5,0,20.83333333333333,735.2941176470589,30.96539162112933,92.89617486338798,1
2184,5.7,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45,11.9,0,27.27272727272728,283.3333333333333,69.3069306930693,94.05940594059405,1
2185,6.9,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,0,42.28187919463088,675.0,22.56699576868829,97.32016925246826,1
2186,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,0,23.770491803278688,552.6315789473684,29.641185647425896,93.603744149766,1
2187,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,0,27.32919254658385,194.33962264150944,69.01041666666666,96.35416666666666,1
2188,7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.45,10.3,0,27.607361963190183,198.07692307692307,67.53246753246754,96.1038961038961,1
2189,7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12.0,1,6.837606837606837,134.83146067415728,111.52882205513784,96.49122807017544,1
2190,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,0,28.67132867132867,300.0,38.81278538812786,98.17351598173516,1
2191,8.2,0.26,0.44,1.3,0.046,7.0,69.0,0.9944,3.14,0.62,10.2,0,10.144927536231885,784.6153846153845,15.366430260047284,96.92671394799054,1
2192,6.5,0.25,0.27,15.2,0.049,75.0,217.0,0.9972,3.19,0.39,9.9,0,34.56221198156682,65.13157894736842,225.1851851851852,96.29629629629628,1
2193,7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,0,14.516129032258064,776.9230769230769,17.955801104972377,96.68508287292818,1
2194,8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,0,12.83422459893048,527.7777777777777,20.50113895216401,97.9498861047836,1
2195,7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,0,17.532467532467532,656.25,19.826517967781907,96.6542750929368,1
2196,6.0,0.26,0.34,1.3,0.046,6.0,29.0,0.9924,3.29,0.63,10.4,0,20.6896551724138,800.0,20.766773162939295,95.84664536741214,1
2197,6.1,0.24,0.27,9.8,0.062,33.0,152.0,0.9966,3.31,0.47,9.5,0,21.71052631578948,96.93877551020408,154.5741324921136,96.21451104100946,1
2198,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5,9.2,0,23.369565217391305,52.72206303724928,211.77184466019415,97.08737864077668,1
2199,7.6,0.21,0.6,2.1,0.046,47.0,165.0,0.9936,3.05,0.54,10.1,1,28.484848484848484,480.9523809523809,26.888604353393088,97.31113956466068,1
2200,8.0,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,1,19.047619047619047,544.4444444444445,21.978021978021975,97.68009768009767,1
2201,6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,0,28.24074074074074,138.23529411764707,101.79640718562874,95.80838323353292,1
2202,6.4,0.28,0.43,7.1,0.045,60.0,221.0,0.9952,3.09,0.45,9.4,0,27.149321266968325,132.3943661971831,106.2874251497006,95.80838323353292,1
2203,6.9,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48,10.4,1,13.235294117647058,800.0,18.207282913165265,96.63865546218489,1
2204,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55,11.3,0,26.1437908496732,342.42424242424244,53.57142857142857,94.15584415584416,1
2205,6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,0,19.78021978021978,327.2727272727273,48.67256637168142,97.34513274336284,1
2206,5.1,0.52,0.06,2.7,0.052,30.0,79.0,0.9932,3.32,0.43,9.3,0,37.9746835443038,344.44444444444446,48.042704626334526,90.7473309608541,1
2207,6.6,0.22,0.37,1.2,0.059,45.0,199.0,0.993,3.37,0.55,10.3,1,22.61306532663317,858.3333333333334,17.595307917888565,96.7741935483871,1
2208,8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,0,21.91780821917808,807.6923076923076,15.384615384615383,98.22485207100593,1
2209,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,0,22.93577981651376,735.7142857142858,18.04123711340206,97.93814432989691,1
2210,7.7,0.16,0.41,1.7,0.048,60.0,173.0,0.9932,3.24,0.66,11.2,1,34.68208092485549,658.8235294117648,21.62849872773537,97.9643765903308,1
2211,8.3,0.16,0.48,1.7,0.057,31.0,98.0,0.9943,3.15,0.41,10.3,0,31.632653061224488,605.8823529411765,20.09456264775413,98.10874704491728,1
2212,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.9968,3.19,0.5,9.5,0,29.52380952380953,81.89655172413794,179.84496124031008,96.12403100775194,1
2213,6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,0,38.888888888888886,70.63492063492063,201.2779552715655,97.444089456869,1
2214,7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29,10.2,0,16.8141592920354,364.2857142857143,35.04380475594493,95.11889862327912,1
2215,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,0,32.35294117647059,82.14285714285714,156.20641562064156,94.83960948396096,1
2216,7.1,0.18,0.42,1.4,0.045,47.0,157.0,0.9916,2.95,0.31,10.5,0,29.93630573248408,750.0,19.230769230769237,97.52747252747254,1
2217,8.3,0.14,0.26,1.5,0.049,56.0,189.0,0.9946,3.21,0.62,9.5,0,29.62962962962963,633.3333333333334,17.772511848341228,98.34123222748816,1
2218,8.6,0.2,0.42,1.5,0.041,35.0,125.0,0.9925,3.11,0.49,11.4,1,28.0,760.0,17.045454545454547,97.72727272727272,1
2219,6.8,0.19,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37,11.1,1,28.72340425531915,157.4468085106383,100.85836909871244,97.2818311874106,1
2220,7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,0,27.58620689655172,99.05660377358492,136.07188703465982,97.5609756097561,1
2221,6.8,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0,0,12.432432432432432,428.5714285714286,39.21568627450981,95.23809523809524,1
2222,6.2,0.15,0.46,1.6,0.039,38.0,123.0,0.993,3.38,0.51,9.7,0,30.89430894308943,606.2499999999999,25.196850393700785,97.63779527559056,1
2223,6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,0,33.57142857142857,637.4999999999999,23.738872403560837,97.92284866468844,1
2224,8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,0,21.666666666666668,115.85365853658536,95.906432748538,93.56725146198828,1
2225,7.0,0.24,0.35,1.5,0.052,51.0,128.0,0.9941,3.41,0.59,10.4,1,39.84375,693.3333333333334,20.718232044198896,96.68508287292818,1
2226,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,0,20.40816326530612,84.54545454545456,159.42028985507247,91.30434782608695,1
2227,7.1,0.2,0.41,2.1,0.054,24.0,166.0,0.9948,3.48,0.62,10.5,0,14.457831325301203,500.0,28.767123287671232,97.26027397260276,1
2228,6.2,0.34,0.29,7.6,0.047,45.0,232.0,0.9955,3.35,0.62,10.0,0,19.39655172413793,131.57894736842107,116.2079510703364,94.8012232415902,1
2229,7.1,0.3,0.36,6.8,0.055,44.5,234.0,0.9972,3.49,0.64,10.2,0,19.017094017094017,150.0,91.8918918918919,95.94594594594597,1
2230,7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,2.87,0.74,9.1,0,14.537444933920703,85.84905660377359,124.12177985948476,92.50585480093676,1
2231,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2,0,26.35135135135135,566.6666666666666,20.06688963210702,98.10479375696768,1
2232,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,0,24.0,713.3333333333334,19.55671447196871,97.78357235984356,1
2233,7.1,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,3.21,0.56,9.7,0,14.285714285714286,161.66666666666666,79.26023778071335,93.79128137384411,1
2234,7.1,0.15,0.34,5.3,0.034,33.0,104.0,0.9953,3.37,0.52,9.3,1,31.73076923076923,175.47169811320757,73.10344827586206,97.93103448275862,1
2235,7.5,0.17,0.34,1.4,0.035,13.0,102.0,0.9918,3.05,0.74,11.0,0,12.745098039215684,785.7142857142858,18.252933507170795,97.78357235984356,1
2236,8.2,0.68,0.3,2.1,0.047,17.0,138.0,0.995,3.22,0.71,10.8,0,12.318840579710145,514.2857142857142,23.648648648648653,92.34234234234232,1
2237,7.7,0.275,0.3,1.0,0.039,19.0,75.0,0.992,3.01,0.56,10.7,0,25.33333333333333,1070.0,12.539184952978056,96.55172413793105,1
2238,7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45,10.7,0,17.307692307692307,205.7692307692308,66.75224646983312,93.70988446726572,1
2239,7.5,0.33,0.48,19.45,0.048,55.0,243.0,1.001,2.95,0.4,8.8,0,22.63374485596708,45.24421593830335,248.4035759897829,95.78544061302682,1
2240,7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,1,24.46808510638298,681.25,21.592442645074225,97.165991902834,1
2241,7.3,0.15,0.4,2.0,0.05,24.0,92.0,0.9932,3.14,0.45,10.5,0,26.08695652173913,525.0,26.845637583892614,97.98657718120803,1
2242,6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,3.29,0.45,10.0,0,21.49532710280374,769.2307692307692,19.43198804185351,97.15994020926756,1
2243,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,0,8.19672131147541,611.7647058823529,23.25581395348837,95.7592339261286,1
2244,8.3,0.4,0.38,1.1,0.038,15.0,75.0,0.9934,3.03,0.43,9.2,0,20.0,836.3636363636361,12.64367816091954,95.40229885057472,1
2245,6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,0,31.03448275862069,268.0851063829787,72.64296754250387,94.28129829984545,1
2246,7.3,0.24,0.34,7.5,0.048,29.0,152.0,0.9962,3.1,0.54,9.0,0,19.07894736842105,120.0,99.46949602122017,96.81697612732096,1
2247,6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39,9.2,0,42.27642276422764,836.3636363636361,15.471167369901549,97.0464135021097,1
2248,7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39,11.3,0,20.930232558139537,869.2307692307692,16.476552598225602,96.32446134347276,1
2249,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,0,14.285714285714286,468.1818181818181,22.70381836945305,97.00722394220848,1
2250,8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,0.44,10.0,0,26.126126126126128,454.5454545454545,24.83069977426637,97.06546275395034,1
2251,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,0,23.423423423423426,891.6666666666667,15.56420233463035,97.27626459143968,1
2252,7.2,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,3.41,0.47,9.0,0,17.766497461928935,90.0,129.70168612191958,93.3852140077821,1
2253,5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,3.3,0.54,8.7,0,28.91566265060241,790.9090909090908,19.642857142857142,94.64285714285715,1
2254,8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,1,24.793388429752067,580.0,24.213075060532688,96.85230024213077,1
2255,7.0,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,3.34,0.55,9.4,0,24.324324324324323,125.33333333333331,104.02219140083218,97.0873786407767,1
2256,6.7,0.26,0.26,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,0,16.435185185185187,237.5,57.47126436781609,96.26436781609196,1
2257,6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,3.3,0.67,9.5,0,17.821782178217823,231.70731707317077,58.90804597701149,96.26436781609196,1
2258,8.1,0.26,0.37,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,0,30.18867924528302,573.6842105263158,22.72727272727273,96.88995215311006,1
2259,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,0,25.396825396825395,65.54054054054053,173.7089201877934,97.41784037558683,1
2260,6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,3.08,0.45,9.1,0,36.04651162790697,165.45454545454547,82.08955223880596,95.52238805970148,1
2261,7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,1,26.4,426.9230769230769,33.81014304291287,97.52925877763327,1
2262,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,1,10.344827586206897,198.4251968503937,69.55093099671413,96.3855421686747,1
2263,6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,3.35,0.56,11.0,0,25.85034013605442,733.3333333333334,21.12676056338028,97.18309859154928,1
2264,8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,3.0,0.55,11.3,1,19.27710843373494,706.25,19.11589008363202,95.5794504181601,1
2265,8.2,0.29,0.33,9.1,0.036,28.0,118.0,0.9953,2.96,0.4,10.9,1,23.728813559322035,119.78021978021978,107.18492343934042,96.58421672555949,1
2266,7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,0,13.020833333333334,136.25,99.50248756218905,95.77114427860695,1
2267,6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,3.17,0.5,9.3,0,14.516129032258064,77.50000000000001,177.77777777777777,91.85185185185183,1
2268,6.4,0.4,0.19,3.2,0.033,28.0,124.0,0.9904,3.22,0.54,12.7,1,22.580645161290324,396.875,47.05882352941176,94.11764705882352,1
